artigo,frente,verso
Art. 181,Sobre o que dispõe o Art. 181 da CF/88?,"O atendimento de requisição de documento ou informação de natureza 
comercial, feita por autoridade administrativa ou judiciária estrangeira, a pessoa física ou 
jurídica residente ou domiciliada no País dependerá de autorização do Poder competente"
Art. 181,Complete a ideia do Art. 181: O atendimento de requisição de documento ou inform...,"O atendimento de requisição de documento ou informação de natureza 
comercial, feita por autoridade administrativa ou judiciária estrangeira, a pessoa física ou 
jurídica residente ou domiciliada no P..."
Art. 182,Sobre o que dispõe o Art. 182 da CF/88?,"A política de desenvolvimento urbano, executada pelo Poder Público 
municipal, conforme diretrizes gerais fixadas em lei, tem por objetivo ordenar o pleno 
desenvolvimento das funções sociais da cidade e garantir o bem-estar de seus habitantes"
Art. 182,"Complete a ideia do Art. 182: A política de desenvolvimento urbano, executada pe...","A política de desenvolvimento urbano, executada pelo Poder Público 
municipal, conforme diretrizes gerais fixadas em lei, tem por objetivo ordenar o pleno 
desenvolvimento das funções sociais da cidad..."
Art. 182,Qual a importância estratégica do Art. 182 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 183,Sobre o que dispõe o Art. 183 da CF/88?,"Aquele que possuir como sua área urbana de até duzentos e cinqüenta metros 
quadrados, por cinco anos, ininterruptamente e sem oposição, utilizando-a para sua 
moradia ou de sua família, adquirir-lhe-á o domínio, desde que não seja proprietário 
de outro imóvel urbano ou rural"
Art. 183,Complete a ideia do Art. 183: Aquele que possuir como sua área urbana de até duz...,"Aquele que possuir como sua área urbana de até duzentos e cinqüenta metros 
quadrados, por cinco anos, ininterruptamente e sem oposição, utilizando-a para sua 
moradia ou de sua família, adquirir-lhe-..."
Art. 184,Sobre o que dispõe o Art. 184 da CF/88?,"Compete à União desapropriar por interesse social, para fins de reforma 
agrária, o imóvel rural que não esteja cumprindo sua função social, mediante prévia e 
justa indenização em títulos da dívida agrária, com cláusula de preservação do valor 
real, resgatáveis no prazo de até vinte anos, a partir do segundo ano de sua emissão, e 
cuja utilização será definida em lei"
Art. 184,"Complete a ideia do Art. 184: Compete à União desapropriar por interesse social,...","Compete à União desapropriar por interesse social, para fins de reforma 
agrária, o imóvel rural que não esteja cumprindo sua função social, mediante prévia e 
justa indenização em títulos da dívida a..."
Art. 184,Qual a importância estratégica do Art. 184 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 185,Sobre o que dispõe o Art. 185 da CF/88?,"São insuscetíveis de desapropriação para fins de reforma agrária:
I – a pequena e média propriedade rural, assim definida em lei, desde que seu 
proprietário não possua outra;
II – a propriedade produtiva"
Art. 185,Complete a ideia do Art. 185: São insuscetíveis de desapropriação para fins de r...,"São insuscetíveis de desapropriação para fins de reforma agrária:
I – a pequena e média propriedade rural, assim definida em lei, desde que seu 
proprietário não possua outra;
II – a propriedade produ..."
Art. 186,Sobre o que dispõe o Art. 186 da CF/88?,"A função social é cumprida quando a propriedade rural atende, simulta -
neamente, segundo critérios e graus de exigência estabelecidos em lei, aos seguintes 
requisitos:
I – aproveitamento racional e adequado;
II – utilização adequada dos recursos naturais disponíveis e preservação do meio 
ambiente;
III – observância das disposições que regulam as relações de trabalho;
IV – exploração que favoreça o bem-estar dos proprietários e dos trabalhadores"
Art. 186,Complete a ideia do Art. 186: A função social é cumprida quando a propriedade ru...,"A função social é cumprida quando a propriedade rural atende, simulta -
neamente, segundo critérios e graus de exigência estabelecidos em lei, aos seguintes 
requisitos:
I – aproveitamento racional e ..."
Art. 187,Sobre o que dispõe o Art. 187 da CF/88?,"A política agrícola será planejada e executada na forma da lei, com a par -
ticipação efetiva do setor de produção, envolvendo produtores e trabalhadores rurais, 
bem como dos setores de comercialização, de armazenamento e de transportes, levando 
em conta, especialmente:
I – os instrumentos creditícios e fiscais;
II – os preços compatíveis com os custos de produção e a garantia de comercia -
lização;
III – o incentivo à pesquisa e à tecnologia;
IV – a assistência técnica e extensão rural;
113Da Ordem Econômica e Financeira

V – o seguro agrícola;
VI – o cooperativismo;
VII – a eletrificação rural e irrigação;
VIII – a habitação para o trabalhador rural"
Art. 187,Complete a ideia do Art. 187: A política agrícola será planejada e executada na ...,"A política agrícola será planejada e executada na forma da lei, com a par -
ticipação efetiva do setor de produção, envolvendo produtores e trabalhadores rurais, 
bem como dos setores de comercializaç..."
Art. 188,Sobre o que dispõe o Art. 188 da CF/88?,"A destinação de terras públicas e devolutas será compatibilizada com a 
política agrícola e com o plano nacional de reforma agrária"
Art. 188,Complete a ideia do Art. 188: A destinação de terras públicas e devolutas será c...,"A destinação de terras públicas e devolutas será compatibilizada com a 
política agrícola e com o plano nacional de reforma agrária.
§ 1o A alienação ou a concessão, a qualquer título, de terras públi..."
Art. 189,Sobre o que dispõe o Art. 189 da CF/88?,"Os beneficiários da distribuição de imóveis rurais pela reforma agrária re-
ceberão títulos de domínio ou de concessão de uso, inegociáveis pelo prazo de dez anos"
Art. 189,Complete a ideia do Art. 189: Os beneficiários da distribuição de imóveis rurais...,"Os beneficiários da distribuição de imóveis rurais pela reforma agrária re-
ceberão títulos de domínio ou de concessão de uso, inegociáveis pelo prazo de dez anos.
Parágrafo único. O título de domínio..."
Art. 190,Sobre o que dispõe o Art. 190 da CF/88?,"A lei regulará e limitará a aquisição ou o arrendamento de propriedade 
rural por pessoa física ou jurídica estrangeira e estabelecerá os casos que dependerão 
de autorização do Congresso Nacional"
Art. 190,Complete a ideia do Art. 190: A lei regulará e limitará a aquisição ou o arrenda...,"A lei regulará e limitará a aquisição ou o arrendamento de propriedade 
rural por pessoa física ou jurídica estrangeira e estabelecerá os casos que dependerão 
de autorização do Congresso Nacional."
Art. 191,Sobre o que dispõe o Art. 191 da CF/88?,"Aquele que, não sendo proprietário de imóvel rural ou urbano, possua 
como seu, por cinco anos ininterruptos, sem oposição, área de terra, em zona rural, não 
superior a cinqüenta hectares, tornando-a produtiva por seu trabalho ou de sua família, 
tendo nela sua moradia, adquirir-lhe-á a propriedade"
Art. 191,"Complete a ideia do Art. 191: Aquele que, não sendo proprietário de imóvel rural...","Aquele que, não sendo proprietário de imóvel rural ou urbano, possua 
como seu, por cinco anos ininterruptos, sem oposição, área de terra, em zona rural, não 
superior a cinqüenta hectares, tornando-a..."
Art. 192,Sobre o que dispõe o Art. 192 da CF/88?,"O sistema financeiro nacional, estruturado de forma a promover o desen-
volvimento equilibrado do País e a servir aos interesses da coletividade, em todas as 
partes que o compõem, abrangendo as cooperativas de crédito, será regulado por leis 
complementares que disporão, inclusive, sobre a participação do capital estrangeiro nas 
instituições que o integram"
Art. 192,"Complete a ideia do Art. 192: O sistema financeiro nacional, estruturado de form...","O sistema financeiro nacional, estruturado de forma a promover o desen-
volvimento equilibrado do País e a servir aos interesses da coletividade, em todas as 
partes que o compõem, abrangendo as coope..."
Art. 193,Sobre o que dispõe o Art. 193 da CF/88?,"A ordem social tem como base o primado do trabalho, e como objetivo o 
bem-estar e a justiça sociais"
Art. 193,Complete a ideia do Art. 193: A ordem social tem como base o primado do trabalho...,"A ordem social tem como base o primado do trabalho, e como objetivo o 
bem-estar e a justiça sociais.
CAPÍTULO II –  
Da Seguridade Social
SEÇÃO I –  
Disposições Gerais"
Art. 194,Sobre o que dispõe o Art. 194 da CF/88?,"A seguridade social compreende um conjunto integrado de ações de ini -
ciativa dos Poderes Públicos e da sociedade, destinadas a assegurar os direitos relativos 
à saúde, à previdência e à assistência social"
Art. 194,Complete a ideia do Art. 194: A seguridade social compreende um conjunto integra...,"A seguridade social compreende um conjunto integrado de ações de ini -
ciativa dos Poderes Públicos e da sociedade, destinadas a assegurar os direitos relativos 
à saúde, à previdência e à assistência..."
Art. 195,Sobre o que dispõe o Art. 195 da CF/88?,"A seguridade social será financiada por toda a sociedade, de forma direta e 
indireta, nos termos da lei, mediante recursos provenientes dos orçamentos da União, 
dos Estados, do Distrito Federal e dos Municípios, e das seguintes contribuições sociais: 
(EC n o 20/98, EC n o 42/2003 e EC n o 47/2005)
I – do empregador, da empresa e da entidade a ela equiparada na forma da lei, 
incidentes sobre:
a) a folha de salários e demais rendimentos do trabalho pagos ou creditados, 
a qualquer título, à pessoa física que lhe preste serviço, mesmo sem vínculo 
empregatício;
b) a receita ou o faturamento;
c) o lucro;
II – do trabalhador e dos demais segurados da previdência social, não incidindo 
contribuição sobre aposentadoria e pensão concedidas pelo regime geral de previdência 
social de que trata o art"
Art. 195,Quais são os principais pontos/incisos do Art. 195?,Consulte o texto para detalhes sobre a lista de competências ou direitos específicos deste artigo.
Art. 195,Qual a importância estratégica do Art. 195 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 196,Sobre o que dispõe o Art. 196 da CF/88?,"A saúde é direito de todos e dever do Estado, garantido mediante políticas 
sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao 
Constituição da República Federativa do Brasil
118

acesso universal e igualitário às ações e serviços para sua promoção, proteção e recu -
peração"
Art. 196,"Complete a ideia do Art. 196: A saúde é direito de todos e dever do Estado, gara...","A saúde é direito de todos e dever do Estado, garantido mediante políticas 
sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao 
Constituição da República Federativa d..."
Art. 197,Sobre o que dispõe o Art. 197 da CF/88?,"São de relevância pública as ações e serviços de saúde, cabendo ao Poder 
Público dispor, nos termos da lei, sobre sua regulamentação, fiscalização e controle, de-
vendo sua execução ser feita diretamente ou através de terceiros e, também, por pessoa 
física ou jurídica de direito privado"
Art. 197,Complete a ideia do Art. 197: São de relevância pública as ações e serviços de s...,"São de relevância pública as ações e serviços de saúde, cabendo ao Poder 
Público dispor, nos termos da lei, sobre sua regulamentação, fiscalização e controle, de-
vendo sua execução ser feita diretam..."
Art. 198,Sobre o que dispõe o Art. 198 da CF/88?,"As ações e serviços públicos de saúde integram uma rede regionalizada e 
hierarquizada e constituem um sistema único, organizado de acordo com as seguintes 
diretrizes: (EC n o 29/2000, EC n o 51/2006, EC n o 63/2010 e EC n o 86/2015)
I – descentralização, com direção única em cada esfera de governo;
II – atendimento integral, com prioridade para as atividades preventivas, sem 
prejuízo dos serviços assistenciais;
III – participação da comunidade"
Art. 198,Quais são os principais pontos/incisos do Art. 198?,Consulte o texto para detalhes sobre a lista de competências ou direitos específicos deste artigo.
Art. 198,Qual a importância estratégica do Art. 198 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 199,Sobre o que dispõe o Art. 199 da CF/88?,A assistência à saúde é livre à iniciativa privada
Art. 199,Complete a ideia do Art. 199: A assistência à saúde é livre à iniciativa privada...,"A assistência à saúde é livre à iniciativa privada.
§ 1o As instituições privadas poderão participar de forma complementar do sistema 
único de saúde, segundo diretrizes deste, mediante contrato de di..."
Art. 200,Sobre o que dispõe o Art. 200 da CF/88?,"Ao sistema único de saúde compete, além de outras atribuições, nos termos 
da lei: (EC no 85/2015)
I – controlar e fiscalizar procedimentos, produtos e substâncias de interesse para 
a saúde e participar da produção de medicamentos, equipamentos, imunobiológicos, 
hemoderivados e outros insumos;
II – executar as ações de vigilância sanitária e epidemiológica, bem como as de 
saúde do trabalhador;
III – ordenar a formação de recursos humanos na área de saúde;
IV – participar da formulação da política e da execução das ações de saneamento 
básico;
V – incrementar, em sua área de atuação, o desenvolvimento científico e tecno -
lógico e a inovação;
VI – fiscalizar e inspecionar alimentos, compreendido o controle de seu teor nu-
tricional, bem como bebidas e águas para consumo humano;
VII – participar do controle e fiscalização da produção, transporte, guarda e uti-
lização de substâncias e produtos psicoativos, tóxicos e radioativos;
VIII – colaborar na proteção do meio ambiente, nele compreendido o do trabalho"
Art. 200,"Complete a ideia do Art. 200: Ao sistema único de saúde compete, além de outras ...","Ao sistema único de saúde compete, além de outras atribuições, nos termos 
da lei: (EC no 85/2015)
I – controlar e fiscalizar procedimentos, produtos e substâncias de interesse para 
a saúde e partici..."
Art. 200,Qual a importância estratégica do Art. 200 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 201,Sobre o que dispõe o Art. 201 da CF/88?,"A previdência social será organizada sob a forma de regime geral, de caráter 
contributivo e de filiação obrigatória, observados critérios que preservem o equilíbrio finan-
ceiro e atuarial, e atenderá, nos termos da lei, a: (EC no 20/98, EC no 41/2003 e EC no 47/2005)
I – cobertura dos eventos de doença, invalidez, morte e idade avançada;
II – proteção à maternidade, especialmente à gestante;
III – proteção ao trabalhador em situação de desemprego involuntário;
IV – salário-família e auxílio-reclusão para os dependentes dos segurados de 
baixa renda;
Constituição da República Federativa do Brasil
120

V – pensão por morte do segurado, homem ou mulher, ao cônjuge ou companheiro 
e dependentes, observado o disposto no § 2 o"
Art. 201,Complete a ideia do Art. 201: A previdência social será organizada sob a forma d...,"A previdência social será organizada sob a forma de regime geral, de caráter 
contributivo e de filiação obrigatória, observados critérios que preservem o equilíbrio finan-
ceiro e atuarial, e atender..."
Art. 201,Qual a importância estratégica do Art. 201 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 202,Sobre o que dispõe o Art. 202 da CF/88?,"O regime de previdência privada, de caráter complementar e organizado 
de forma autônoma em relação ao regime geral de previdência social, será facultativo, 
121Da Ordem Social

baseado na constituição de reservas que garantam o benefício contratado, e regulado 
por lei complementar"
Art. 202,"Complete a ideia do Art. 202: O regime de previdência privada, de caráter comple...","O regime de previdência privada, de caráter complementar e organizado 
de forma autônoma em relação ao regime geral de previdência social, será facultativo, 
121Da Ordem Social

baseado na constituiçã..."
Art. 202,Qual a importância estratégica do Art. 202 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 203,Sobre o que dispõe o Art. 203 da CF/88?,"A assistência social será prestada a quem dela necessitar, independentemente 
de contribuição à seguridade social, e tem por objetivos:
I – a proteção à família, à maternidade, à infância, à adolescência e à velhice;
II – o amparo às crianças e adolescentes carentes;
III – a promoção da integração ao mercado de trabalho;
IV – a habilitação e reabilitação das pessoas portadoras de deficiência e a promoção 
de sua integração à vida comunitária;
V – a garantia de um salário mínimo de benefício mensal à pessoa portadora de 
deficiência e ao idoso que comprovem não possuir meios de prover à própria manutenção 
ou de tê-la provida por sua família, conforme dispuser a lei"
Art. 203,Complete a ideia do Art. 203: A assistência social será prestada a quem dela nec...,"A assistência social será prestada a quem dela necessitar, independentemente 
de contribuição à seguridade social, e tem por objetivos:
I – a proteção à família, à maternidade, à infância, à adolescên..."
Art. 204,Sobre o que dispõe o Art. 204 da CF/88?,"As ações governamentais na área da assistência social serão realizadas com 
recursos do orçamento da seguridade social, previstos no art"
Art. 204,Complete a ideia do Art. 204: As ações governamentais na área da assistência soc...,"As ações governamentais na área da assistência social serão realizadas com 
recursos do orçamento da seguridade social, previstos no art. 195, além de outras fontes, 
e organizadas com base nas seguin..."
Art. 204,Qual a importância estratégica do Art. 204 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 205,Sobre o que dispõe o Art. 205 da CF/88?,"A educação, direito de todos e dever do Estado e da família, será promovida 
e incentivada com a colaboração da sociedade, visando ao pleno desenvolvimento da 
pessoa, seu preparo para o exercício da cidadania e sua qualificação para o trabalho"
Art. 205,"Complete a ideia do Art. 205: A educação, direito de todos e dever do Estado e d...","A educação, direito de todos e dever do Estado e da família, será promovida 
e incentivada com a colaboração da sociedade, visando ao pleno desenvolvimento da 
pessoa, seu preparo para o exercício da ..."
Art. 206,Sobre o que dispõe o Art. 206 da CF/88?,"O ensino será ministrado com base nos seguintes princípios: (EC no 19/98 
e EC n o 53/2006)
I – igualdade de condições para o acesso e permanência na escola;
II – liberdade de aprender, ensinar, pesquisar e divulgar o pensamento, a arte e 
o saber;
III – pluralismo de idéias e de concepções pedagógicas, e coexistência de institui-
ções públicas e privadas de ensino;
IV – gratuidade do ensino público em estabelecimentos oficiais;
V – valorização dos profissionais da educação escolar, garantidos, na forma da 
lei, planos de carreira, com ingresso exclusivamente por concurso público de provas e 
títulos, aos das redes públicas;
VI – gestão democrática do ensino público, na forma da lei;
VII – garantia de padrão de qualidade;
VIII – piso salarial profissional nacional para os profissionais da educação escolar 
pública, nos termos de lei federal"
Art. 206,Complete a ideia do Art. 206: O ensino será ministrado com base nos seguintes pr...,"O ensino será ministrado com base nos seguintes princípios: (EC no 19/98 
e EC n o 53/2006)
I – igualdade de condições para o acesso e permanência na escola;
II – liberdade de aprender, ensinar, pesqu..."
Art. 206,Qual a importância estratégica do Art. 206 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 207,Sobre o que dispõe o Art. 207 da CF/88?,"As universidades gozam de autonomia didático-científica, administrativa 
e de gestão financeira e patrimonial, e obedecerão ao princípio de indissociabilidade 
entre ensino, pesquisa e extensão"
Art. 207,Complete a ideia do Art. 207: As universidades gozam de autonomia didático-cient...,"As universidades gozam de autonomia didático-científica, administrativa 
e de gestão financeira e patrimonial, e obedecerão ao princípio de indissociabilidade 
entre ensino, pesquisa e extensão. (EC n..."
Art. 208,Sobre o que dispõe o Art. 208 da CF/88?,"O dever do Estado com a educação será efetivado mediante a garantia de: 
(EC n o 14/96, EC n o 53/2006 e EC n o 59/2009)
123Da Ordem Social

I – educação básica obrigatória e gratuita dos 4 (quatro) aos 17 (dezessete) anos 
de idade, assegurada inclusive sua oferta gratuita para todos os que a ela não tiveram 
acesso na idade própria;
II – progressiva universalização do ensino médio gratuito;
III – atendimento educacional especializado aos portadores de deficiência, prefe-
rencialmente na rede regular de ensino;
IV – educação infantil, em creche e pré-escola, às crianças até 5 (cinco) anos de 
idade;
V – acesso aos níveis mais elevados do ensino, da pesquisa e da criação artística, 
segundo a capacidade de cada um;
VI – oferta de ensino noturno regular, adequado às condições do educando;
VII – atendimento ao educando, em todas as estapas da educação básica, por 
meio de programas suplementares de material didático-escolar, transporte, alimentação 
e assistência à saúde"
Art. 208,Complete a ideia do Art. 208: O dever do Estado com a educação será efetivado me...,"O dever do Estado com a educação será efetivado mediante a garantia de: 
(EC n o 14/96, EC n o 53/2006 e EC n o 59/2009)
123Da Ordem Social

I – educação básica obrigatória e gratuita dos 4 (quatro) a..."
Art. 208,Qual a importância estratégica do Art. 208 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 209,Sobre o que dispõe o Art. 209 da CF/88?,"O ensino é livre à iniciativa privada, atendidas as seguintes condições:
I – cumprimento das normas gerais da educação nacional;
II – autorização e avaliação de qualidade pelo Poder Público"
Art. 209,"Complete a ideia do Art. 209: O ensino é livre à iniciativa privada, atendidas a...","O ensino é livre à iniciativa privada, atendidas as seguintes condições:
I – cumprimento das normas gerais da educação nacional;
II – autorização e avaliação de qualidade pelo Poder Público."
Art. 210,Sobre o que dispõe o Art. 210 da CF/88?,"Serão fixados conteúdos mínimos para o ensino fundamental, de maneira a 
assegurar formação básica comum e respeito aos valores culturais e artísticos, nacionais 
e regionais"
Art. 210,Complete a ideia do Art. 210: Serão fixados conteúdos mínimos para o ensino fund...,"Serão fixados conteúdos mínimos para o ensino fundamental, de maneira a 
assegurar formação básica comum e respeito aos valores culturais e artísticos, nacionais 
e regionais.
§ 1o O ensino religioso,..."
Art. 211,Sobre o que dispõe o Art. 211 da CF/88?,"A União, os Estados, o Distrito Federal e os Municípios organizarão em regi-
me de colaboração seus sistemas de ensino"
Art. 211,"Complete a ideia do Art. 211: A União, os Estados, o Distrito Federal e os Munic...","A União, os Estados, o Distrito Federal e os Municípios organizarão em regi-
me de colaboração seus sistemas de ensino. (EC no 14/96, EC n o 53/2006 e EC n o 59/2009)
§ 1o A União organizará o sistema..."
Art. 211,Qual a importância estratégica do Art. 211 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 212,Sobre o que dispõe o Art. 212 da CF/88?,"A União aplicará, anualmente, nunca menos de dezoito, e os Estados, o 
Distrito Federal e os Municípios vinte e cinco por cento, no mínimo, da receita resultante 
de impostos, compreendida a proveniente de transferências, na manutenção e desenvol-
vimento do ensino"
Art. 212,"Complete a ideia do Art. 212: A União aplicará, anualmente, nunca menos de dezoi...","A União aplicará, anualmente, nunca menos de dezoito, e os Estados, o 
Distrito Federal e os Municípios vinte e cinco por cento, no mínimo, da receita resultante 
de impostos, compreendida a provenien..."
Art. 212,Qual a importância estratégica do Art. 212 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 213,Sobre o que dispõe o Art. 213 da CF/88?,"Os recursos públicos serão destinados às escolas públicas, podendo ser 
dirigidos a escolas comunitárias, confessionais ou filantrópicas, definidas em lei, que: 
(EC no 85/2015)
I – comprovem finalidade não-lucrativa e apliquem seus excedentes financeiros 
em educação;
II – assegurem a destinação de seu patrimônio a outra escola comunitária, filantró-
pica ou confessional, ou ao Poder Público, no caso de encerramento de suas atividades"
Art. 213,Complete a ideia do Art. 213: Os recursos públicos serão destinados às escolas p...,"Os recursos públicos serão destinados às escolas públicas, podendo ser 
dirigidos a escolas comunitárias, confessionais ou filantrópicas, definidas em lei, que: 
(EC no 85/2015)
I – comprovem finalida..."
Art. 213,Qual a importância estratégica do Art. 213 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 214,Sobre o que dispõe o Art. 214 da CF/88?,"A lei estabelecerá o plano nacional de educação, de duração decenal, com o 
objetivo de articular o sistema nacional de educação em regime de colaboração e definir 
diretrizes, objetivos, metas e estratégias de implementação para assegurar a manutenção 
e desenvolvimento do ensino em seus diversos níveis, etapas e modalidades por meio de 
ações integradas dos poderes públicos das diferentes esferas federativas que conduzam 
a: (EC n o 59/2009)
I – erradicação do analfabetismo;
II – universalização do atendimento escolar;
III – melhoria da qualidade do ensino;
125Da Ordem Social

IV – formação para o trabalho;
V – promoção humanística, científica e tecnológica do País;
VI – estabelecimento de meta de aplicação de recursos públicos em educação 
como proporção do produto interno bruto"
Art. 214,"Complete a ideia do Art. 214: A lei estabelecerá o plano nacional de educação, d...","A lei estabelecerá o plano nacional de educação, de duração decenal, com o 
objetivo de articular o sistema nacional de educação em regime de colaboração e definir 
diretrizes, objetivos, metas e estr..."
Art. 215,Sobre o que dispõe o Art. 215 da CF/88?,"O Estado garantirá a todos o pleno exercício dos direitos culturais e acesso 
às fontes da cultura nacional, e apoiará e incentivará a valorização e a difusão das ma-
nifestações culturais"
Art. 215,Complete a ideia do Art. 215: O Estado garantirá a todos o pleno exercício dos d...,"O Estado garantirá a todos o pleno exercício dos direitos culturais e acesso 
às fontes da cultura nacional, e apoiará e incentivará a valorização e a difusão das ma-
nifestações culturais. (EC n o 48..."
Art. 216,Sobre o que dispõe o Art. 216 da CF/88?,-A
Art. 216,Complete a ideia do Art. 216: -A...,"-A.  O Sistema Nacional de Cultura, organizado em regime de colaboração, 
de forma descentralizada e participativa, institui um processo de gestão e promoção 
conjunta de políticas públicas de cultura..."
Art. 216,Qual a importância estratégica do Art. 216 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 217,Sobre o que dispõe o Art. 217 da CF/88?,"É dever do Estado fomentar práticas desportivas formais e não-formais, 
como direito de cada um, observados:
I – a autonomia das entidades desportivas dirigentes e associações, quanto a sua 
organização e funcionamento;
II – a destinação de recursos públicos para a promoção prioritária do desporto 
educacional e, em casos específicos, para a do desporto de alto rendimento;
III – o tratamento diferenciado para o desporto profissional e o não-profissional;
IV – a proteção e o incentivo às manifestações desportivas de criação nacional"
Art. 217,Complete a ideia do Art. 217: É dever do Estado fomentar práticas desportivas fo...,"É dever do Estado fomentar práticas desportivas formais e não-formais, 
como direito de cada um, observados:
I – a autonomia das entidades desportivas dirigentes e associações, quanto a sua 
organizaç..."
Art. 218,Sobre o que dispõe o Art. 218 da CF/88?,"O Estado promoverá e incentivará o desenvolvimento científico, a pesquisa, 
a capacitação científica e tecnológica e a inovação"
Art. 218,Complete a ideia do Art. 218: O Estado promoverá e incentivará o desenvolvimento...,"O Estado promoverá e incentivará o desenvolvimento científico, a pesquisa, 
a capacitação científica e tecnológica e a inovação. (EC no 85/2015)
§ 1o A pesquisa científica básica e tecnológica receber..."
Art. 218,Qual a importância estratégica do Art. 218 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 219,Sobre o que dispõe o Art. 219 da CF/88?,-B
Art. 219,Complete a ideia do Art. 219: -B...,"-B.  O Sistema Nacional de Ciência, Tecnologia e Inovação será organizado 
em regime de colaboração entre entes, tanto públicos quanto privados, com vistas a 
promover o desenvolvimento científico e t..."
Art. 220,Sobre o que dispõe o Art. 220 da CF/88?,"A manifestação do pensamento, a criação, a expressão e a informação, 
sob qualquer forma, processo ou veículo não sofrerão qualquer restrição, observado o 
disposto nesta Constituição"
Art. 220,"Complete a ideia do Art. 220: A manifestação do pensamento, a criação, a express...","A manifestação do pensamento, a criação, a expressão e a informação, 
sob qualquer forma, processo ou veículo não sofrerão qualquer restrição, observado o 
disposto nesta Constituição.
§ 1o Nenhuma le..."
Art. 220,Qual a importância estratégica do Art. 220 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 221,Sobre o que dispõe o Art. 221 da CF/88?,"A produção e a programação das emissoras de rádio e televisão atenderão 
aos seguintes princípios:
I – preferência a finalidades educativas, artísticas, culturais e informativas;
II – promoção da cultura nacional e regional e estímulo à produção independente 
que objetive sua divulgação;
III – regionalização da produção cultural, artística e jornalística, conforme per -
centuais estabelecidos em lei;
IV – respeito aos valores éticos e sociais da pessoa e da família"
Art. 221,Complete a ideia do Art. 221: A produção e a programação das emissoras de rádio ...,"A produção e a programação das emissoras de rádio e televisão atenderão 
aos seguintes princípios:
I – preferência a finalidades educativas, artísticas, culturais e informativas;
II – promoção da cult..."
Art. 222,Sobre o que dispõe o Art. 222 da CF/88?,"A propriedade de empresa jornalística e de radiodifusão sonora e de sons e 
imagens é privativa de brasileiros natos ou naturalizados há mais de dez anos, ou de pesso-
as jurídicas constituídas sob as leis brasileiras e que tenham sede no País"
Art. 222,Complete a ideia do Art. 222: A propriedade de empresa jornalística e de radiodi...,"A propriedade de empresa jornalística e de radiodifusão sonora e de sons e 
imagens é privativa de brasileiros natos ou naturalizados há mais de dez anos, ou de pesso-
as jurídicas constituídas sob as..."
Art. 222,Qual a importância estratégica do Art. 222 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 223,Sobre o que dispõe o Art. 223 da CF/88?,"Compete ao Poder Executivo outorgar e renovar concessão, permissão e 
autorização para o serviço de radiodifusão sonora e de sons e imagens, observado o 
princípio da complementaridade dos sistemas privado, público e estatal"
Art. 223,Complete a ideia do Art. 223: Compete ao Poder Executivo outorgar e renovar conc...,"Compete ao Poder Executivo outorgar e renovar concessão, permissão e 
autorização para o serviço de radiodifusão sonora e de sons e imagens, observado o 
princípio da complementaridade dos sistemas pr..."
Art. 224,Sobre o que dispõe o Art. 224 da CF/88?,"Para os efeitos do disposto neste capítulo, o Congresso Nacional instituirá, 
como órgão auxiliar, o Conselho de Comunicação Social, na forma da lei"
Art. 224,"Complete a ideia do Art. 224: Para os efeitos do disposto neste capítulo, o Cong...","Para os efeitos do disposto neste capítulo, o Congresso Nacional instituirá, 
como órgão auxiliar, o Conselho de Comunicação Social, na forma da lei.
Constituição da República Federativa do Brasil
130..."
